"","order_id","quantity","item_name","choice_description","item_price","Calories","TotalFat.g.","SaturatedFat.g.","TransFat.g.","Cholesterol.mg.","Sodium.mg.","Carbohydrates.g.","DietaryFiber.g.","Sugar.g.","Protein.g.","VitaminA..DV.","VitaminC..DV.","Calcium...DV.","Iron..DV.","Calories.Share","TotalFat.g..Share","SaturatedFat.g..Share","TransFat.g..Share","Cholesterol.mg..Share","Sodium.mg..Share","Carbohydrates.g..Share","DietaryFiber.g..Share","Sugar.g..Share","Protein.g..Share","VitaminA..DV..Share","VitaminC..DV..Share","Calcium...DV..Share","Iron..DV..Share"
"3880","1555","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3881","1556","2","Canned Soft Drink","Coke","$2.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3882","1556","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce","$8.75 ","905","38","16","0","195","1805","88","6.5","5","51.5","72","37","55","32","0.4525","0.584615384615385","0.8","0","0.65","0.752083333333333","0.293333333333333","0.26","0.0555555555555556","1.03","0.72","0.37","0.55","0.32"
"3883","1556","1","Carnitas Burrito","Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream","$9.25 ","1040","45","19","0","135","2045","104.5","16","3","51.5","28","3","58","34","0.52","0.692307692307692","0.95","0","0.45","0.852083333333333","0.348333333333333","0.64","0.0333333333333333","1.03","0.28","0.03","0.58","0.34"
"3884","1557","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3885","1557","1","Steak Burrito","Tomatillo-Red Chili Salsa (Hot), Rice, Pinto Beans, Cheese","$8.99 ","915","30","8","0","95","2375","108","16","3","53.5","39","10","49","47","0.4575","0.461538461538462","0.4","0","0.316666666666667","0.989583333333333","0.36","0.64","0.0333333333333333","1.07","0.39","0.1","0.49","0.47"
"3886","1558","1","Chicken Bowl","Fresh Tomato Salsa, Cheese","$8.75 ","300","14.5","8","0","155","710","6","1.5","3","39","22","27","25","10","0.15","0.223076923076923","0.4","0","0.516666666666667","0.295833333333333","0.02","0.06","0.0333333333333333","0.78","0.22","0.27","0.25","0.1"
"3887","1558","1","6 Pack Soft Drink","Diet Coke","$6.49 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3888","1559","8","Side of Chips","NULL","$13.52 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3889","1559","2","Chicken Soft Tacos","Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Lettuce","$16.98 ","815","19.5","8","0","155","1415","107","19.5","4","51.5","67","47","38","33","0.4075","0.3","0.4","0","0.516666666666667","0.589583333333333","0.356666666666667","0.78","0.0444444444444444","1.03","0.67","0.47","0.38","0.33"
"3890","1559","2","Veggie Soft Tacos","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Lettuce","$16.98 ","660","13","5","0","30","1235","112","22","6","21.5","72","67","36","27","0.33","0.2","0.25","0","0.1","0.514583333333333","0.373333333333333","0.88","0.0666666666666667","0.43","0.72","0.67","0.36","0.27"
"3891","1559","2","Carnitas Crispy Tacos","Fresh Tomato Salsa (Mild), Cheese, Lettuce","$17.98 ","555","28","14","0","95","930","37.5","8","6","36","59","36","32","14","0.2775","0.430769230769231","0.7","0","0.316666666666667","0.3875","0.125","0.32","0.0666666666666667","0.72","0.59","0.36","0.32","0.14"
"3892","1559","2","Chicken Crispy Tacos","Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce","$16.98 ","815","35.5","18","0","195","1145","72","9.5","8","47.5","72","37","41","23","0.4075","0.546153846153846","0.9","0","0.65","0.477083333333333","0.24","0.38","0.0888888888888889","0.95","0.72","0.37","0.41","0.23"
"3893","1560","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","745","29.5","15","0","195","1545","68","16.5","8","52.5","80","69","41","29","0.3725","0.453846153846154","0.75","0","0.65","0.64375","0.226666666666667","0.66","0.0888888888888889","1.05","0.8","0.69","0.41","0.29"
"3894","1560","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Cheese, Sour Cream","$8.75 ","600","28","15","0","195","1115","41","2.5","5","44.5","37","27","35","15","0.3","0.430769230769231","0.75","0","0.65","0.464583333333333","0.136666666666667","0.1","0.0555555555555556","0.89","0.37","0.27","0.35","0.15"
"3895","1561","1","Chicken Bowl","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","980","52.5","18.5","0","195","2210","75","23.5","7","54.5","92","51","41","36","0.49","0.807692307692308","0.925","0","0.65","0.920833333333333","0.25","0.94","0.0777777777777778","1.09","0.92","0.51","0.41","0.36"
"3896","1561","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","975","51.5","18.5","0","195","1920","76","22.5","9","54.5","87","76","43","36","0.4875","0.792307692307692","0.925","0","0.65","0.8","0.253333333333333","0.9","0.1","1.09","0.87","0.76","0.43","0.36"
"3897","1562","1","Chicken Burrito","Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.49 ","1110","41.5","16","0","195","2685","125","22.5","8","61.5","85","24","57","46","0.555","0.638461538461539","0.8","0","0.65","1.11875","0.416666666666667","0.9","0.0888888888888889","1.23","0.85","0.24","0.57","0.46"
"3898","1562","1","Canned Soda","Mountain Dew","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3899","1562","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3900","1563","1","Canned Soft Drink","Lemonade","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3901","1563","1","Steak Soft Tacos","Fresh Tomato Salsa, Cheese, Lettuce","$9.25 ","525","14","7","0","95","750","54","8","4","40","59","35","30","25","0.2625","0.215384615384615","0.35","0","0.316666666666667","0.3125","0.18","0.32","0.0444444444444444","0.8","0.59","0.35","0.3","0.25"
"3902","1563","1","Chips and Tomatillo Green Chili Salsa","NULL","$2.95 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3903","1564","1","Barbacoa Burrito","Fresh Tomato (Mild), Black Beans, Rice, Sour Cream, Cheese","$8.69 ","985","39","15.5","0","135","2075","106","17","3","49.5","32","2","56","45","0.4925","0.6","0.775","0","0.45","0.864583333333333","0.353333333333333","0.68","0.0333333333333333","0.99","0.32","0.02","0.56","0.45"
"3904","1564","1","Chicken Burrito","Fresh Tomato (Mild), Black Beans, Rice, Sour Cream, Cheese","$8.19 ","1000","39","16","0","195","1855","104","16.5","3","57.5","26","4","57","38","0.5","0.6","0.8","0","0.65","0.772916666666667","0.346666666666667","0.66","0.0333333333333333","1.15","0.26","0.04","0.57","0.38"
"3905","1565","1","Chicken Burrito","Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","985","40","16","0","195","2095","103","9.5","8","54.5","65","52","55","36","0.4925","0.615384615384615","0.8","0","0.65","0.872916666666667","0.343333333333333","0.38","0.0888888888888889","1.09","0.65","0.52","0.55","0.36"
"3906","1565","1","Chips and Roasted Chili-Corn Salsa","NULL","$2.39 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3907","1566","1","Chicken Burrito","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.49 ","1025","39","16","0","195","2065","110","18.5","6","58.5","76","39","59","42","0.5125","0.6","0.8","0","0.65","0.860416666666667","0.366666666666667","0.74","0.0666666666666667","1.17","0.76","0.39","0.59","0.42"
"3908","1566","1","Chips and Fresh Tomato Salsa","NULL","$2.39 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"3909","1567","1","Chicken Bowl","Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Guacamole, Lettuce","$10.98 ","720","35","6.5","0","125","1810","67","13.5","9","42","62","79","11","31","0.36","0.538461538461539","0.325","0","0.416666666666667","0.754166666666667","0.223333333333333","0.54","0.1","0.84","0.62","0.79","0.11","0.31"
"3910","1568","1","Steak Burrito","Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce","$8.99 ","920","38.5","15","0","135","2105","89","7","4","49.5","79","10","52","39","0.46","0.592307692307692","0.75","0","0.45","0.877083333333333","0.296666666666667","0.28","0.0444444444444444","0.99","0.79","0.1","0.52","0.39"
"3911","1568","1","Steak Soft Tacos","Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce","$8.99 ","825","27.5","14","0","135","1195","88","9","5","45","64","30","40","31","0.4125","0.423076923076923","0.7","0","0.45","0.497916666666667","0.293333333333333","0.36","0.0555555555555556","0.9","0.64","0.3","0.4","0.31"
"3912","1569","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3913","1569","1","Veggie Burrito","Fresh Tomato Salsa (Mild), Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","700","29","13","0","70","1720","84","19","10","25","77","97","58","33","0.35","0.446153846153846","0.65","0","0.233333333333333","0.716666666666667","0.28","0.76","0.111111111111111","0.5","0.77","0.97","0.58","0.33"
"3914","1570","1","Chicken Bowl","Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream","$8.75 ","700","29","15","0","195","1165","58","13.5","3","50.5","26","4","37","23","0.35","0.446153846153846","0.75","0","0.65","0.485416666666667","0.193333333333333","0.54","0.0333333333333333","1.01","0.26","0.04","0.37","0.23"
"3915","1570","1","Chicken Burrito","Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream","$8.75 ","1000","39","16","0","195","1855","104","16.5","3","57.5","26","4","57","38","0.5","0.6","0.8","0","0.65","0.772916666666667","0.346666666666667","0.66","0.0333333333333333","1.15","0.26","0.04","0.57","0.38"
"3916","1571","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole","$11.25 ","855","42","11.5","0","155","1930","74","20.5","7","51.5","78","84","36","36","0.4275","0.646153846153846","0.575","0","0.516666666666667","0.804166666666667","0.246666666666667","0.82","0.0777777777777778","1.03","0.78","0.84","0.36","0.36"
"3917","1571","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3918","1572","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3919","1572","2","Chicken Burrito","Tomatillo Red Chili Salsa, Cheese, Black Beans, Rice","$17.50 ","910","30.5","9","0","155","2325","107","18.5","2","56.5","38","4","49","40","0.455","0.469230769230769","0.45","0","0.516666666666667","0.96875","0.356666666666667","0.74","0.0222222222222222","1.13","0.38","0.04","0.49","0.4"
"3920","1573","1","Chicken Burrito","Fresh Tomato Salsa, Sour Cream, Cheese, Rice, Black Beans","$8.75 ","1020","39","16","0","195","2065","109","17.5","6","58.5","41","29","59","40","0.51","0.6","0.8","0","0.65","0.860416666666667","0.363333333333333","0.7","0.0666666666666667","1.17","0.41","0.29","0.59","0.4"
"3921","1573","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3922","1574","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream","$8.75 ","720","29","15","0","195","1375","63","14.5","6","51.5","41","29","39","25","0.36","0.446153846153846","0.75","0","0.65","0.572916666666667","0.21","0.58","0.0666666666666667","1.03","0.41","0.29","0.39","0.25"
"3923","1574","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3924","1574","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3925","1574","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3926","1575","1","Steak Bowl","Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies","$8.99 ","595","13.5","2","0","65","1455","78","17","8","44.5","21","42","10","36","0.2975","0.207692307692308","0.1","0","0.216666666666667","0.60625","0.26","0.68","0.0888888888888889","0.89","0.21","0.42","0.1","0.36"
"3927","1575","1","Canned Soda","Dr. Pepper","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3928","1576","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese","$8.75 ","625","20","8","0","155","1515","66","15.5","6","50.5","37","59","33","27","0.3125","0.307692307692308","0.4","0","0.516666666666667","0.63125","0.22","0.62","0.0666666666666667","1.01","0.37","0.59","0.33","0.27"
"3929","1576","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3930","1577","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce","$8.75 ","610","19.5","8","0","155","1345","63","15.5","4","49.5","68","39","31","27","0.305","0.3","0.4","0","0.516666666666667","0.560416666666667","0.21","0.62","0.0444444444444444","0.99","0.68","0.39","0.31","0.27"
"3931","1577","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce","$8.75 ","630","20","8","0","155","1515","67","16.5","6","50.5","72","69","33","29","0.315","0.307692307692308","0.4","0","0.516666666666667","0.63125","0.223333333333333","0.66","0.0666666666666667","1.01","0.72","0.69","0.33","0.29"
"3932","1577","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole","$11.25 ","840","41.5","11.5","0","155","1720","71","21.5","5","51.5","75","46","33","34","0.42","0.638461538461539","0.575","0","0.516666666666667","0.716666666666667","0.236666666666667","0.86","0.0555555555555556","1.03","0.75","0.46","0.33","0.34"
"3933","1577","2","Chips","NULL","$4.30 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3934","1578","1","Chicken Bowl","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce","$8.49 ","615","20.5","8","0","155","1635","62","16.5","2","49.5","73","14","29","27","0.3075","0.315384615384615","0.4","0","0.516666666666667","0.68125","0.206666666666667","0.66","0.0222222222222222","0.99","0.73","0.14","0.29","0.27"
"3935","1578","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3936","1578","1","Bottled Water","NULL","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3937","1578","1","Canned Soda","Diet Dr. Pepper","$1.09 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3938","1579","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice","$8.75 ","405","11.5","3","0","125","1065","43","3.5","5","37.5","26","57","9","17","0.2025","0.176923076923077","0.15","0","0.416666666666667","0.44375","0.143333333333333","0.14","0.0555555555555556","0.75","0.26","0.57","0.09","0.17"
"3939","1579","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3940","1579","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3941","1580","1","Carnitas Soft Tacos","Tomatillo-Red Chili Salsa (Hot), Cheese, Sour Cream, Lettuce","$8.99 ","675","31","18","0","135","1250","52.5","9","3","38","72","11","38","14","0.3375","0.476923076923077","0.9","0","0.45","0.520833333333333","0.175","0.36","0.0333333333333333","0.76","0.72","0.11","0.38","0.14"
"3942","1580","1","Chicken Burrito","Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream","$8.49 ","925","39.5","16","0","195","2265","90","7.5","5","52.5","46","32","55","32","0.4625","0.607692307692308","0.8","0","0.65","0.94375","0.3","0.3","0.0555555555555556","1.05","0.46","0.32","0.55","0.32"
"3943","1580","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3944","1581","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Cheese, Lettuce","$8.75 ","490","18.5","8","0","155","1085","41","3.5","3","42.5","64","37","27","17","0.245","0.284615384615385","0.4","0","0.516666666666667","0.452083333333333","0.136666666666667","0.14","0.0333333333333333","0.85","0.64","0.37","0.27","0.17"
"3945","1581","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"3946","1581","1","Canned Soft Drink","Nestea","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3947","1582","1","Steak Crispy Tacos","Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce","$9.25 ","825","35","17","0","135","1155","74","9","9","45.5","74","35","40","30","0.4125","0.538461538461539","0.85","0","0.45","0.48125","0.246666666666667","0.36","0.1","0.91","0.74","0.35","0.4","0.3"
"3948","1582","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"3949","1583","1","Chicken Burrito","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1275","61.5","19.5","0","195","2610","122","25.5","9","61.5","87","76","63","51","0.6375","0.946153846153846","0.975","0","0.65","1.0875","0.406666666666667","1.02","0.1","1.23","0.87","0.76","0.63","0.51"
"3950","1583","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3951","1584","1","Steak Crispy Tacos","Fresh Tomato Salsa, Sour Cream, Lettuce, Rice, Cheese","$9.25 ","825","35","17","0","135","1155","74","9","9","45.5","74","35","40","30","0.4125","0.538461538461539","0.85","0","0.45","0.48125","0.246666666666667","0.36","0.1","0.91","0.74","0.35","0.4","0.3"
"3952","1584","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"3953","1585","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3954","1585","1","Steak Burrito","Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce","$8.99 ","965","30.5","8","0","95","2715","119","21","8","56.5","94","67","52","53","0.4825","0.469230769230769","0.4","0","0.316666666666667","1.13125","0.396666666666667","0.84","0.0888888888888889","1.13","0.94","0.67","0.52","0.53"
"3955","1585","1","Veggie Burrito","Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Lettuce","$8.49 ","850","25","6","0","30","2395","133","23","12","29.5","80","107","52","42","0.425","0.384615384615385","0.3","0","0.1","0.997916666666667","0.443333333333333","0.92","0.133333333333333","0.59","0.8","1.07","0.52","0.42"
"3956","1586","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream","$8.75 ","1015","39","16","0","195","2105","108","15.5","6","57.5","40","37","60","40","0.5075","0.6","0.8","0","0.65","0.877083333333333","0.36","0.62","0.0666666666666667","1.15","0.4","0.37","0.6","0.4"
"3957","1586","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Cheese, Sour Cream","$8.75 ","900","38","16","0","195","1805","87","5.5","5","51.5","37","27","55","30","0.45","0.584615384615385","0.8","0","0.65","0.752083333333333","0.29","0.22","0.0555555555555556","1.03","0.37","0.27","0.55","0.3"
"3958","1586","1","Chicken Burrito","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce","$11.25 ","1060","45.5","7.5","0","125","2720","118","24.5","5","52.5","76","59","34","51","0.53","0.7","0.375","0","0.416666666666667","1.13333333333333","0.393333333333333","0.98","0.0555555555555556","1.05","0.76","0.59","0.34","0.51"
"3959","1586","1","Steak Burrito","Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream","$9.25 ","1030","39.5","15","0","135","2405","109","16","5","55.5","47","10","57","47","0.515","0.607692307692308","0.75","0","0.45","1.00208333333333","0.363333333333333","0.64","0.0555555555555556","1.11","0.47","0.1","0.57","0.47"
"3960","1586","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Pinto Beans, Lettuce","$8.75 ","805","22","4","0","125","1885","107","16.5","4","49.5","60","47","32","42","0.4025","0.338461538461538","0.2","0","0.416666666666667","0.785416666666667","0.356666666666667","0.66","0.0444444444444444","0.99","0.6","0.47","0.32","0.42"
"3961","1586","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3962","1587","1","Chicken Burrito","Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole","$11.25 ","1095","45.5","7.5","0","125","2340","126","25.5","6","54.5","22","21","31","49","0.5475","0.7","0.375","0","0.416666666666667","0.975","0.42","1.02","0.0666666666666667","1.09","0.22","0.21","0.31","0.49"
"3963","1587","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3964","1588","1","Steak Burrito","Fresh Tomato Salsa, Rice, Cheese","$9.25 ","795","28","8","0","95","1785","88","5","4","47.5","31","25","46","37","0.3975","0.430769230769231","0.4","0","0.316666666666667","0.74375","0.293333333333333","0.2","0.0444444444444444","0.95","0.31","0.25","0.46","0.37"
"3965","1588","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1250","61","19.5","0","195","2480","117","22.5","7","59.5","82","54","62","49","0.625","0.938461538461538","0.975","0","0.65","1.03333333333333","0.39","0.9","0.0777777777777778","1.19","0.82","0.54","0.62","0.49"
"3966","1588","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"3967","1588","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"3968","1589","1","Chicken Burrito","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole","$10.98 ","1255","62","19.5","0","195","2730","116","24.5","5","60.5","53","11","59","47","0.6275","0.953846153846154","0.975","0","0.65","1.1375","0.386666666666667","0.98","0.0555555555555556","1.21","0.53","0.11","0.59","0.47"
"3969","1590","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream","$8.75 ","745","29.5","15","0","195","1545","68","16.5","8","52.5","80","69","41","29","0.3725","0.453846153846154","0.75","0","0.65","0.64375","0.226666666666667","0.66","0.0888888888888889","1.05","0.8","0.69","0.41","0.29"
"3970","1590","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce","$8.75 ","905","38","16","0","195","1805","88","6.5","5","51.5","72","37","55","32","0.4525","0.584615384615385","0.8","0","0.65","0.752083333333333","0.293333333333333","0.26","0.0555555555555556","1.03","0.72","0.37","0.55","0.32"
"3971","1591","2","Steak Burrito","Fresh Tomato Salsa, Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice","$18.50 ","1050","39","15","0","135","2285","115","17","9","56.5","81","75","61","51","0.525","0.6","0.75","0","0.45","0.952083333333333","0.383333333333333","0.68","0.1","1.13","0.81","0.75","0.61","0.51"
"3972","1592","1","Steak Bowl","Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Lettuce","$9.25 ","635","21","9","0","105","1195","65","15","7","43.5","71","37","18","34","0.3175","0.323076923076923","0.45","0","0.35","0.497916666666667","0.216666666666667","0.6","0.0777777777777778","0.87","0.71","0.37","0.18","0.34"
